Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 115,0.142381903,C=CCNC(=O)COc1ccc2c(c1)cccc2,C15H15NO2,241.29,18,10,0.13,6,2,1,72.2,38.33,2.37,2.92,2.52,2.34,3.14,2.66,-3.19,0.156,0.000645,Soluble,-3.39,0.0992,0.000411,Soluble,-5.08,0.00203,8.39e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.7,0,0,0,0,0,0.55,0,1,1,1.93
Molecule 116,0.332934132,N#Cc1ccc(nc1SC(c1ccccc1)C(=O)O)C,C15H12N2O2S,284.33,20,12,0.13,4,4,1,76.7,99.28,1.76,3.11,2.86,1.47,3.01,2.44,-3.74,0.0515,0.000181,Soluble,-4.86,0.00389,1.37e-05,Moderately soluble,-4.54,0.00813,2.86e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-5.83,0,0,0,0,0,0.56,0,0,0,3.22
Molecule 119,0.200651466,N#CCCN(C(=O)c1cc(Cl)cc(c1)Cl)CCC#N,C13H11Cl2N3O,296.15,19,6,0.31,6,3,0,73.09,67.89,2.03,2.02,3.26,2.15,3.16,2.52,-2.79,0.484,0.00164,Soluble,-3.07,0.25,0.000845,Soluble,-4.7,0.00595,2.01e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.67,0,0,0,0,0,0.55,0,0,0,1.75
Molecule 121,0.191054313,O=C(/C=C/c1ccco1)OCC(=O)c1ccccc1,C15H12O4,256.25,19,11,0.07,6,4,0,69.41,56.51,2.73,2.71,2.61,1.16,3.12,2.47,-3.17,0.174,0.000678,Soluble,-3.55,0.0722,0.000282,Soluble,-4.26,0.0139,5.43e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.94,0,0,0,0,0,0.55,0,1,0,2.7
Molecule 123,0.300665457,N#Cc1cnn(c1N=CN(C)C)c1ccccc1,C13H13N5,239.28,18,11,0.15,3,3,0,70.0,57.21,2.58,1.6,1.97,1.64,1.4,1.84,-2.59,0.621,0.0026,Soluble,-2.41,0.925,0.00386,Soluble,-3.22,0.143,0.000597,Soluble,High,Yes,No,Yes,No,No,No,No,-6.62,0,0,0,0,0,0.55,0,2,1,2.76
Molecule 126,0.328850856,N#Cc1cnn(c1N)c1nc(C)cc(n1)O,C9H8N6O,216.2,16,11,0.11,1,5,2,55.26,113.64,1.6,0.81,0.14,-0.5,-0.31,0.35,-2.13,1.59,0.00735,Soluble,-2.78,0.36,0.00167,Soluble,-1.73,4.04,0.0187,Soluble,High,No,No,No,No,No,No,No,-7.04,0,0,0,0,0,0.55,0,0,1,2.76
Molecule 129,0.119078947,COC(=O)CS(=O)(=O)CS(=O)(=O)CC(=O)OC,C7H12O8S2,288.3,17,0,0.71,8,8,0,56.26,137.64,0.12,-1.08,0.28,-1.36,-0.99,-0.61,-0.42,110.0,0.381,Very soluble,-1.32,13.8,0.0478,Very soluble,-1.09,23.3,0.0807,Soluble,High,No,No,No,No,No,No,No,-8.83,0,0,0,1,0,0.55,0,1,1,3.07
Molecule 130,0.304580607,CN(S(=O)(=O)c1cccc2c1nsn2)CCC#N,C10H10N4O2S2,282.34,18,9,0.3,4,6,0,67.58,123.57,1.67,0.63,2.31,-0.6,1.2,1.04,-2.09,2.28,0.00806,Soluble,-2.8,0.448,0.00159,Soluble,-3.14,0.205,0.000726,Soluble,High,No,No,Yes,Yes,No,No,No,-7.57,0,0,0,0,0,0.55,0,0,0,2.67
Molecule 133,0.239726027,S=C1NC(=O)/C(=C/c2cccnc2)/S1,C9H6N2OS2,222.29,14,6,0.0,1,2,1,64.13,99.38,1.38,1.73,1.08,0.14,3.16,1.5,-2.56,0.613,0.00276,Soluble,-3.43,0.0819,0.000369,Soluble,-3.04,0.205,0.00092,Soluble,High,No,No,Yes,No,No,No,No,-6.43,0,0,0,0,0,0.55,1,2,1,2.7
Molecule 136,0.168367347,N#C/C(=C/c1ccccc1F)/C(=O)OC,C11H8FNO2,205.19,15,6,0.09,3,4,0,51.95,50.09,1.89,2.23,2.22,1.94,2.38,2.13,-2.62,0.498,0.00243,Soluble,-2.92,0.248,0.00121,Soluble,-2.94,0.238,0.00116,Soluble,High,Yes,No,Yes,No,No,No,No,-5.97,0,0,0,0,0,0.55,0,2,1,2.48
Molecule 137,0.180871828,COC(=O)c1ccc(cc1)NC(=O)/C=C/C(=O)O,C12H11NO5,249.22,18,6,0.08,6,5,2,62.95,92.7,1.56,1.56,0.86,0.99,0.86,1.17,-2.22,1.51,0.00604,Soluble,-3.12,0.19,0.000764,Soluble,-1.94,2.84,0.0114,Soluble,High,No,No,No,No,No,No,No,-6.71,0,0,0,0,0,0.56,0,1,1,1.87
Molecule 139,0.203939009,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-],C11H8N2O3,216.19,16,11,0.0,3,3,0,59.98,67.82,1.55,1.95,2.2,1.16,-0.03,1.37,-2.72,0.412,0.00191,Soluble,-3.0,0.217,0.001,Soluble,-2.64,0.5,0.00231,Soluble,High,Yes,No,Yes,No,No,No,No,-6.23,0,0,0,0,0,0.55,0,3,1,1.75
Molecule 140,0.235072282,O=C1NC(=S)NC(=O)C1=Cc1ccc(o1)C,C10H8N2O3S,236.25,16,5,0.1,1,3,2,67.7,103.43,1.28,1.06,-0.37,-0.47,2.61,0.82,-2.14,1.72,0.00728,Soluble,-2.82,0.355,0.0015,Soluble,-3.12,0.18,0.000762,Soluble,High,No,No,Yes,No,No,No,No,-6.99,0,0,0,0,0,0.55,1,3,1,2.75
Molecule 141,0.229643766,S=C1NC(=O)C(=Cc2cccs2)C(=O)N1,C9H6N2O2S2,238.29,15,5,0.0,1,2,2,68.34,118.53,1.2,1.28,-0.21,0.06,3.4,1.14,-2.3,1.18,0.00496,Soluble,-3.37,0.102,0.000428,Soluble,-2.79,0.39,0.00164,Soluble,High,No,No,Yes,No,No,No,No,-6.84,0,0,0,0,0,0.55,1,3,1,2.56
Molecule 145,0.243977764,C=CCn1c(n[nH]c1=S)c1ccccc1,C11H11N3S,217.29,15,11,0.09,3,1,1,63.25,65.7,2.21,2.28,2.79,1.69,3.69,2.53,-2.97,0.234,0.00108,Soluble,-3.3,0.11,0.000505,Soluble,-3.52,0.0652,0.0003,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.01,0,0,0,0,0,0.55,0,2,1,2.24
Molecule 146,0.142204827,C=CCNC(=S)NNc1ccc(cc1)[N+](=O)[O-],C10H12N4O2S,252.29,17,6,0.1,7,2,3,71.91,114.0,1.73,2.32,1.38,1.78,-0.11,1.42,-2.66,0.546,0.00216,Soluble,-4.35,0.0112,4.44e-05,Moderately soluble,-2.94,0.289,0.00115,Soluble,High,No,No,No,No,No,No,No,-6.19,0,0,0,0,0,0.55,0,4,0,2.83
Molecule 147,0.157619359,C=CCNC(=S)NNC(=O)c1ccncc1,C10H12N4OS,236.29,16,6,0.1,7,2,3,64.57,98.14,1.81,0.71,0.38,0.24,1.39,0.91,-1.57,6.39,0.0271,Very soluble,-2.35,1.06,0.00448,Soluble,-3.14,0.172,0.000726,Soluble,High,No,No,No,No,No,No,No,-7.24,0,0,0,0,0,0.55,0,2,1,2.43
Molecule 148,0.19816273,O=C(Nc1cccc(c1)C(F)(F)F)/C=C/C(=O)O,C11H8F3NO3,259.18,18,6,0.09,5,6,2,56.67,66.4,1.46,2.33,3.25,2.04,1.97,2.21,-2.83,0.382,0.00147,Soluble,-3.36,0.112,0.000433,Soluble,-2.75,0.46,0.00177,Soluble,High,Yes,No,No,No,No,No,No,-6.23,0,0,0,0,0,0.85,0,1,0,1.92
Molecule 149,0.30308642,ClCC(=O)c1c(C)[nH]c2c1cccc2,C11H10ClNO,207.66,14,9,0.18,2,1,1,58.26,32.86,1.63,2.75,2.9,1.75,3.8,2.57,-3.2,0.13,0.000626,Soluble,-3.09,0.167,0.000804,Soluble,-4.65,0.00469,2.26e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.61,0,0,0,0,0,0.55,0,1,1,1.67
Molecule 150,0.13759052,ClCC(=O)N1CCN(CC1)Cc1ccccc1.Cl,C13H18Cl2N2O,289.2,18,6,0.46,4,2,0,83.72,23.55,0.0,2.45,1.46,1.97,2.23,1.62,-3.16,0.2,0.000693,Soluble,-2.59,0.747,0.00258,Soluble,-3.56,0.08,0.000277,Soluble,High,Yes,Yes,No,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,1,0,1.75
Molecule 1,0.233333333,CCOC(=O)/C(=C(\c1ccco1)/C)/C#N,C11H11NO3,205.21,15,5,0.27,4,4,0,53.87,63.23,2.43,2.22,2.14,0.33,1.91,1.8,-2.49,0.659,0.00321,Soluble,-3.18,0.135,0.000657,Soluble,-2.66,0.447,0.00218,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.98,0,0,0,0,0,0.55,0,2,1,2.79
Molecule 2,0.376261128,ClCC(=O)Nc1sc2c(c1C#N)CCC2,C10H9ClN2OS,240.71,15,5,0.4,3,2,1,60.77,81.13,1.66,2.69,2.09,1.12,3.74,2.26,-3.08,0.202,0.00084,Soluble,-4.05,0.0216,8.99e-05,Moderately soluble,-3.61,0.059,0.000245,Soluble,High,No,No,Yes,Yes,No,No,No,-5.86,0,0,0,0,0,0.55,0,1,1,2.76
Molecule 3,0.395623891,ClCCC(=O)Nc1sc2c(c1C#N)CCCC2,C12H13ClN2OS,268.76,17,5,0.5,4,2,1,70.38,81.13,2.34,3.14,2.88,1.68,4.36,2.88,-3.44,0.098,0.000365,Soluble,-4.51,0.00824,3.07e-05,Moderately soluble,-4.29,0.0138,5.14e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-5.71,0,0,0,0,0,0.55,0,1,0,2.9
Molecule 4,0.153594771,ClCC(=O)Nc1ccc(cc1)S(=O)(=O)N,C8H9ClN2O3S,248.69,15,6,0.12,4,4,2,56.55,97.64,0.69,0.58,1.4,0.2,0.08,0.59,-1.78,4.13,0.0166,Very soluble,-2.2,1.56,0.00626,Soluble,-2.99,0.254,0.00102,Soluble,High,No,No,No,No,No,No,No,-7.41,0,0,0,0,0,0.55,0,1,1,1.73
Molecule 5,0.178289474,OC(=O)/C=C\C(=O)N1CCN(CC1)Cc1ccccc1,C15H18N2O3,274.32,20,6,0.33,5,4,1,82.87,60.85,1.99,-1.48,0.06,0.93,1.21,0.54,-0.5,86.7,0.316,Very soluble,0.71,1400.0,5.09,Highly soluble,-2.0,2.77,0.0101,Soluble,High,No,No,No,No,No,No,No,-9.02,0,0,0,0,0,0.55,0,1,0,2.13
Molecule 8,0.267278287,C=CCn1c(S)nnc1c1ccc(cc1)OC,C12H13N3OS,247.32,17,11,0.17,4,3,0,69.6,78.74,2.43,2.29,2.43,2.14,2.38,2.33,-3.03,0.23,0.000931,Soluble,-3.58,0.0649,0.000262,Soluble,-3.65,0.0554,0.000224,Soluble,High,No,No,Yes,Yes,No,No,No,-6.18,0,0,0,0,0,0.55,0,2,1,2.15
Molecule 10,0.238938053,[O-][N+](=O)c1ccc(s1)C(=O)NCC=C,C8H8N2O3S,212.23,14,5,0.12,5,3,1,55.28,103.16,1.64,2.02,1.57,0.81,0.59,1.33,-2.36,0.921,0.00434,Soluble,-3.81,0.0326,0.000154,Soluble,-1.91,2.64,0.0124,Soluble,High,No,No,Yes,No,No,No,No,-6.16,0,0,0,0,0,0.55,0,3,1,2.53
Molecule 14,0.320675105,N#Cc1ccc(cc1)c1csc(n1)NC(=O)c1ccco1,C15H9N3O2S,295.32,21,16,0.0,4,4,1,78.75,107.16,1.99,2.9,3.34,0.76,3.68,2.53,-3.8,0.047,0.000159,Soluble,-4.81,0.00456,1.55e-05,Moderately soluble,-5.62,0.000708,2.4e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.04,0,0,0,0,0,0.55,0,0,0,2.8
Molecule 22,0.246287129,Sc1nnc(s1)NC(=O)c1c(F)cccc1F,C9H5F2N3OS2,273.28,17,11,0.0,3,5,1,61.29,121.92,1.49,2.22,3.01,2.11,3.33,2.43,-3.21,0.167,0.000611,Soluble,-4.42,0.0105,3.84e-05,Moderately soluble,-4.11,0.0213,7.8e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.39,0,0,0,0,0,0.55,0,2,0,2.48
Molecule 28,0.133246244,CCNC(=S)NNc1ccc(cc1)[N+](=O)[O-],C9H12N4O2S,240.28,16,6,0.22,6,2,3,67.58,114.0,1.82,2.04,1.21,0.75,-0.47,1.07,-2.5,0.766,0.00319,Soluble,-4.06,0.0208,8.67e-05,Moderately soluble,-2.88,0.314,0.00131,Soluble,High,No,No,No,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,3,1,2.76
Molecule 31,0.18019802,N#CCC(=O)Nc1cccc(c1)C(F)(F)F,C10H7F3N2O,228.17,16,6,0.2,4,5,1,50.31,52.89,1.14,3.0,3.52,1.88,2.33,2.37,-3.16,0.159,0.000695,Soluble,-3.77,0.0383,0.000168,Soluble,-3.78,0.0376,0.000165,Soluble,High,Yes,No,Yes,No,No,No,No,-5.56,0,0,0,0,0,0.55,0,0,1,1.53
Molecule 32,0.257575758,N#C/C(=C\c1ccccc1OC)/C(=O)Nc1ccccc1,C17H14N2O2,278.31,21,12,0.06,5,3,1,81.41,62.12,2.58,3.38,2.94,2.14,2.93,2.79,-3.79,0.0454,0.000163,Soluble,-4.36,0.0121,4.33e-05,Moderately soluble,-5.22,0.00169,6.08e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.6,0,0,0,0,0,0.55,0,2,0,2.49
Molecule 35,0.149736148,NC(=S)Nc1cccc(c1)C(F)(F)F,C8H7F3N2S,220.21,14,6,0.12,3,3,2,51.25,70.14,1.99,2.91,3.32,2.27,2.7,2.64,-3.16,0.153,0.000695,Soluble,-4.04,0.0199,9.04e-05,Moderately soluble,-3.14,0.161,0.000731,Soluble,High,Yes,No,Yes,No,No,No,No,-5.58,0,0,0,0,0,0.55,0,1,1,1.68
Molecule 36,0.36979786,N#CCc1scc(n1)c1cc2ccccc2oc1=O,C14H8N2O2S,268.29,19,15,0.07,2,4,0,73.11,95.13,2.18,2.3,2.98,1.06,4.45,2.59,-3.4,0.106,0.000394,Soluble,-3.94,0.0311,0.000116,Soluble,-5.52,0.000816,3.04e-06,Moderately soluble,High,No,No,Yes,No,Yes,No,No,-6.3,0,0,0,0,0,0.55,0,1,0,3.0
Molecule 37,0.26,CCOc1ccc2c(c1)[nH]c(=O)c(c2)C=O,C12H11NO3,217.22,16,10,0.17,3,3,1,61.26,59.16,1.9,1.34,1.74,0.98,3.07,1.81,-2.3,1.1,0.00506,Soluble,-2.18,1.42,0.00655,Soluble,-4.1,0.0174,8.02e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,1,1,1.62
Molecule 39,0.209737828,NC(=O)N/N=C/c1ccc(o1)c1ccc(cc1)F,C12H10FN3O2,247.23,18,11,0.0,4,4,2,63.66,80.62,0.98,1.76,2.51,1.24,2.04,1.71,-2.67,0.529,0.00214,Soluble,-3.07,0.21,0.00085,Soluble,-4.15,0.0176,7.11e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.56,0,0,0,0,0,0.55,0,1,1,3.21
Molecule 40,0.230576441,CCOC(=O)/C(=C\c1ccccc1OCC#N)/C#N,C14H12N2O3,256.26,19,6,0.21,6,5,0,67.84,83.11,2.1,2.25,1.95,0.85,2.34,1.9,-2.68,0.531,0.00207,Soluble,-3.63,0.0599,0.000234,Soluble,-3.29,0.131,0.000513,Soluble,High,No,No,Yes,Yes,No,No,No,-6.27,0,0,0,0,0,0.55,0,2,0,2.67
Molecule 41,0.321901324,O=C1/C(=C/c2cccnc2)/Sc2c1cccc2,C14H9NOS,239.29,17,12,0.0,1,2,0,68.84,55.26,2.28,3.07,3.3,2.13,3.79,2.91,-3.71,0.0462,0.000193,Soluble,-3.9,0.0303,0.000127,Soluble,-5.13,0.00178,7.43e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.58,0,0,0,0,0,0.55,0,1,1,3.02
Molecule 43,0.22625,COC(=O)CSc1nnc(o1)c1ccccc1,C11H10N2O3S,250.27,17,11,0.18,5,5,0,62.35,90.52,2.78,2.18,2.0,1.58,2.18,2.14,-2.91,0.305,0.00122,Soluble,-3.71,0.0483,0.000193,Soluble,-3.98,0.0262,0.000105,Soluble,High,No,No,Yes,Yes,No,No,No,-6.28,0,0,0,0,0,0.55,0,0,0,2.85
Molecule 44,0.214285714,O=C(Nc1ccccc1C(F)(F)F)/C=C/C(=O)O,C11H8F3NO3,259.18,18,6,0.09,5,6,2,56.67,66.4,1.66,0.94,3.25,2.04,1.97,1.97,-1.96,2.87,0.0111,Very soluble,-1.92,3.11,0.012,Very soluble,-2.75,0.46,0.00177,Soluble,High,Yes,No,No,No,No,No,No,-7.21,0,0,0,0,0,0.85,0,1,0,2.02
Molecule 45,0.171865054,N#CCCS(=O)(=O)c1ccc(c(c1)C)C,C11H13NO2S,223.29,15,6,0.36,3,3,0,58.83,66.31,1.76,1.58,3.07,1.8,2.31,2.1,-2.32,1.07,0.00481,Soluble,-2.58,0.583,0.00261,Soluble,-4.0,0.0223,0.0001,Soluble,High,Yes,No,Yes,No,No,No,No,-6.54,0,0,0,0,0,0.55,0,0,1,2.45
Molecule 46,0.14893617,OS(=O)(=O)c1nc2c([nH]1)cccc2,C7H6N2O3S,198.2,13,9,0.0,1,4,2,45.95,91.43,0.17,0.34,1.89,0.15,0.35,0.58,-1.73,3.7,0.0186,Very soluble,-1.82,2.97,0.015,Very soluble,-2.27,1.07,0.00542,Soluble,High,No,No,No,No,No,No,No,-7.27,0,1,0,0,1,0.55,0,1,1,1.86
Molecule 48,0.275246305,O=Cc1cc2OCOc2cc1[N+](=O)[O-],C8H5NO5,195.13,14,6,0.12,2,5,0,46.71,81.35,1.05,1.03,1.14,0.31,-0.15,0.67,-1.88,2.55,0.0131,Very soluble,-2.33,0.916,0.00469,Soluble,-1.48,6.4,0.0328,Soluble,High,No,No,Yes,No,No,No,No,-6.76,0,1,0,0,1,0.55,0,3,1,2.32
Molecule 49,0.352803738,O=Cc1c(C)n(n(c1=O)c1ccccc1)C,C12H12N2O2,216.24,16,11,0.17,2,2,0,61.64,44.0,1.73,0.28,1.3,1.53,1.68,1.3,-1.73,3.99,0.0185,Very soluble,-0.77,37.1,0.171,Very soluble,-2.74,0.394,0.00182,Soluble,High,Yes,No,Yes,No,No,No,No,-7.42,0,0,0,0,0,0.55,0,1,1,2.14
Molecule 55,0.250468457,COc1cc(C=O)ccc1OC(=O)c1ccco1,C13H10O5,246.22,18,11,0.08,5,5,0,61.99,65.74,2.27,2.16,2.32,0.69,2.51,1.99,-2.85,0.348,0.00141,Soluble,-3.17,0.165,0.000671,Soluble,-3.9,0.031,0.000126,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.27,0,0,0,0,0,0.55,0,2,1,2.57
Molecule 59,0.424783862,C=CCn1c(SC)nc2c1c(=O)[nH]c(=O)n2C,C10H12N4O2S,252.29,17,9,0.3,3,3,1,68.0,97.98,2.19,0.97,0.33,0.62,1.32,1.09,-2.21,1.56,0.00618,Soluble,-2.62,0.612,0.00242,Soluble,-2.07,2.14,0.00849,Soluble,High,No,No,Yes,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,1,0,2.58
Molecule 60,0.481126761,C=CCn1c(=O)n(C)c2c(c1=O)n1CCSc1n2,C11H12N4O2S,264.3,18,9,0.36,2,3,0,70.79,87.12,2.31,0.76,0.19,0.91,0.78,0.99,-2.2,1.69,0.00638,Soluble,-2.17,1.79,0.00677,Soluble,-1.41,10.4,0.0392,Soluble,High,No,No,No,No,No,No,No,-7.37,0,0,0,0,0,0.55,0,1,0,2.85
Molecule 61,0.429472477,C=CCn1c(SCC)nc2c1c(=O)[nH]c(=O)n2C,C11H14N4O2S,266.32,18,9,0.36,4,3,1,72.81,97.98,2.45,1.34,0.72,0.91,1.67,1.42,-2.44,0.964,0.00362,Soluble,-3.0,0.267,0.001,Soluble,-2.47,0.896,0.00337,Soluble,High,No,No,Yes,No,No,No,No,-6.97,0,0,0,0,0,0.55,0,1,0,2.74
Molecule 63,0.352252779,CCOC(=O)Cn1cnc2c1c(=O)[nH]c(=O)n2C,C10H12N4O4,252.23,18,9,0.4,4,5,1,62.84,98.98,1.18,-0.39,-1.01,-0.02,0.2,-0.01,-1.26,13.7,0.0544,Very soluble,-1.23,15.0,0.0596,Very soluble,-1.61,6.21,0.0246,Soluble,High,No,No,No,No,No,No,No,-8.12,0,1,0,0,0,0.55,0,0,0,2.43
Molecule 64,0.360568384,Cn1c(S)nc2c1c(=O)[nH]c(=O)n2C,C7H8N4O2S,212.23,14,9,0.29,0,3,1,54.39,111.48,1.46,-0.3,-0.75,0.15,0.41,0.19,-1.44,7.66,0.0361,Very soluble,-1.58,5.57,0.0262,Very soluble,-1.22,12.7,0.06,Soluble,High,No,No,No,No,No,No,No,-7.81,0,1,0,0,0,0.55,0,1,1,1.95
Molecule 65,0.400116482,CCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C,C9H12N4O2S,240.28,16,9,0.44,2,3,1,64.0,111.48,1.96,0.7,0.12,0.8,1.03,0.92,-2.05,2.12,0.00881,Soluble,-2.62,0.578,0.00241,Soluble,-2.03,2.23,0.00929,Soluble,High,No,No,Yes,No,No,No,No,-7.27,0,0,0,0,0,0.55,0,1,1,2.16
Molecule 66,0.405687754,CCCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C,C10H14N4O2S,254.31,17,9,0.5,3,3,1,68.81,111.48,2.14,1.05,0.51,1.11,1.38,1.24,-2.27,1.36,0.00535,Soluble,-2.98,0.265,0.00104,Soluble,-2.43,0.936,0.00368,Soluble,High,No,No,Yes,No,No,No,No,-7.11,0,0,0,0,0,0.55,0,1,0,2.26
Molecule 68,0.405906196,CCCCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C,C11H16N4O2S,268.34,18,9,0.55,4,3,1,73.62,111.48,2.42,1.6,0.9,1.4,1.74,1.61,-2.62,0.647,0.00241,Soluble,-3.55,0.0752,0.00028,Soluble,-2.83,0.392,0.00146,Soluble,High,No,No,Yes,No,No,No,No,-6.8,0,0,0,0,0,0.55,0,1,0,2.36
Molecule 69,0.407643312,CCCCCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C,C12H18N4O2S,282.36,19,9,0.58,5,3,1,78.42,111.48,2.67,2.14,1.29,1.68,2.1,1.98,-2.96,0.31,0.0011,Soluble,-4.11,0.0218,7.71e-05,Moderately soluble,-3.24,0.164,0.000581,Soluble,High,No,No,Yes,No,No,No,No,-6.5,0,0,0,0,0,0.55,0,1,0,2.47
Molecule 72,0.435132032,CCCn1c(SCC=C)nc2c1c(=O)[nH]c(=O)n2C,C12H16N4O2S,280.35,19,9,0.42,5,3,1,77.61,97.98,2.66,1.7,1.11,1.6,2.04,1.82,-2.67,0.6,0.00214,Soluble,-3.37,0.119,0.000424,Soluble,-2.87,0.376,0.00134,Soluble,High,No,No,Yes,No,No,No,No,-6.8,0,0,0,0,0,0.55,0,1,0,2.72
Molecule 75,0.280074028,CCN1C(=S)S/C(=C\c2ccccc2)/C1=O,C12H11NOS2,249.35,16,6,0.17,2,1,0,76.04,77.7,2.67,3.34,2.42,1.89,3.91,2.85,-3.64,0.0577,0.000231,Soluble,-4.65,0.0056,2.24e-05,Moderately soluble,-3.48,0.082,0.000329,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.45,0,0,0,0,0,0.55,1,2,1,2.98
Molecule 77,0.295887047,CCN1C(=S)S/C(=C\c2ccc(cc2)O)/C1=O,C12H11NO2S2,265.35,17,6,0.17,2,2,1,78.06,97.93,2.34,2.99,2.12,1.28,3.43,2.43,-3.5,0.0843,0.000318,Soluble,-4.71,0.00517,1.95e-05,Moderately soluble,-2.9,0.331,0.00125,Soluble,High,No,No,Yes,Yes,Yes,No,No,-5.8,0,0,0,0,0,0.55,1,2,0,2.93
Molecule 79,0.317073171,CCN1C(=S)S/C(=C\c2cccc(c2)OC)/C1=O,C13H13NO2S2,279.38,18,6,0.23,3,2,0,82.53,86.93,2.92,3.32,2.43,1.55,3.94,2.83,-3.71,0.0542,0.000194,Soluble,-4.82,0.00421,1.51e-05,Moderately soluble,-3.6,0.0697,0.000249,Soluble,High,No,No,Yes,Yes,Yes,No,No,-5.65,0,0,0,0,0,0.55,1,2,0,3.03
Molecule 81,0.395133256,C=CCn1c(Br)nc2c1c(=O)[nH]c(=O)n2C,C9H9BrN4O2,285.1,16,9,0.22,2,3,1,63.98,72.68,1.9,1.15,0.37,0.77,1.42,1.12,-2.62,0.69,0.00242,Soluble,-2.27,1.53,0.00536,Soluble,-2.42,1.09,0.00384,Soluble,High,No,No,Yes,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,1,0,2.55
Molecule 82,0.291488059,O/N=C/c1cn(nc1c1ccccc1)CCC#N,C13H12N4O,240.26,18,11,0.15,4,4,1,67.67,74.2,1.75,1.24,2.27,0.7,2.02,1.6,-2.3,1.21,0.00502,Soluble,-2.4,0.965,0.00402,Soluble,-3.35,0.108,0.000449,Soluble,High,Yes,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,3,1,2.53
Molecule 84,0.363145258,OC(=O)CCN1C(=S)S/C(=C\c2ccco2)/C1=O,C11H9NO4S2,283.32,18,5,0.18,4,4,1,74.88,128.14,1.23,1.58,1.47,-0.18,2.62,1.34,-2.53,0.829,0.00293,Soluble,-3.88,0.0372,0.000131,Soluble,-2.08,2.36,0.00834,Soluble,High,No,No,Yes,No,No,No,No,-6.91,0,0,0,0,0,0.56,1,2,0,3.18
Molecule 85,0.328891581,OC(=O)CN1C(=S)S/C(=C\c2ccccc2)/C1=O,C12H9NO3S2,279.33,18,6,0.08,3,3,1,77.81,115.0,1.81,2.57,1.48,0.89,2.84,1.92,-3.24,0.161,0.000576,Soluble,-4.63,0.0065,2.33e-05,Moderately soluble,-2.46,0.964,0.00345,Soluble,High,No,No,Yes,Yes,No,No,No,-6.18,0,0,0,0,0,0.56,1,2,0,3.05
Molecule 88,0.269135802,COc1cc(ccc1OC)/C=C\1/SC(=S)NC1=O,C12H11NO3S2,281.35,18,6,0.17,3,3,1,79.32,104.95,2.18,2.74,1.7,0.7,3.69,2.2,-3.36,0.123,0.000437,Soluble,-4.6,0.00709,2.52e-05,Moderately soluble,-3.65,0.0626,0.000222,Soluble,High,No,No,Yes,Yes,Yes,No,No,-6.07,0,0,0,0,0,0.55,1,2,0,2.91
